session_id,site1,site2,site3,site4,site5,site6,site7,site8,site9,site10,user_id
580,10,3,22,38,34,369,144,55,3,88,33
581,14,10,88,14,3,3,5,34,121,55,33
582,14,66,144,58,10,107,121,90,49,144,33
583,34,38,369,22,18,66,3,14,3,49,33
584,10,5,3,3,14,30,63,38,63,87,33
585,288,34,18,30,22,71,3,263,146,5,33
586,5,5,5,5,5,5,5,5,5,5,33
587,5,14,5,5,5,5,5,1,1,21,33
588,1,21,1,74,74,33,74,10,74,74,33
589,74,74,74,74,74,74,74,74,74,74,33
590,74,74,74,74,74,74,74,74,74,74,33
591,74,74,74,5,30,87,288,78,63,30,33
592,34,263,66,34,10,146,71,10,3,30,33
593,22,58,18,58,3,5,14,45,33,12,33
594,241,3,1,10,32,13,20,1,241,72,33
595,20,7,32,13,72,20,32,38,52,13,33
596,72,2,52,32,13,20,72,2,52,32,33
597,20,20,13,2,2,52,38,2,52,2,33
598,52,20,52,52,2,20,52,52,2,52,33
599,52,2,52,52,52,331,2,52,331,2,33
600,331,52,52,52,2,2,52,2,20,32,33
601,2,13,2,72,13,35,32,20,137,13,33
602,20,2,32,72,4,273,13,20,2,2,33
603,70,13,2,35,13,2,20,2,35,2,33
604,2,2,33,2,35,2,35,2,2,35,33
605,2,35,35,35,35,2,2,35,35,20,33
606,35,20,2,20,35,20,35,35,35,2,33
607,35,2,35,20,35,35,35,35,2,35,33
608,35,32,100,35,2,2,35,35,2,35,33
609,13,35,2,35,5,45,38,38,21,1,33
610,33,45,21,1,5,45,45,45,12,45,33
611,45,5,33,33,45,12,5,38,45,75,33
612,33,45,12,12,12,45,45,33,5,12,33
613,38,33,33,45,12,5,45,33,45,12,33
614,12,33,5,45,33,38,45,31,47,5,33
615,7,7,31,49,22,3,18,111,36,31,33
616,31,31,47,36,111,31,47,125,31,36,33
617,45,12,45,45,45,45,47,31,31,47,33
618,31,31,36,3,22,31,47,18,31,36,33
619,33,18,31,47,111,47,31,31,36,18,33
620,111,31,22,47,3,31,36,31,47,36,33
621,47,31,22,3,18,31,36,18,47,31,33
622,31,47,22,31,18,3,31,18,36,31,33
623,111,31,47,36,47,31,31,36,47,31,33
624,36,31,22,3,47,31,18,31,36,18,33
625,31,47,111,31,47,36,31,31,47,3,33
626,22,18,31,31,36,18,31,47,31,36,33
627,31,31,31,47,31,22,3,18,36,47,33
628,31,111,31,36,47,31,31,36,31,47,33
629,36,47,31,36,47,31,36,31,47,36,33
630,47,31,36,47,31,36,31,31,18,22,33
631,47,3,31,36,47,31,31,47,111,36,33
632,47,31,36,31,31,111,47,18,3,22,33
633,36,47,31,36,47,31,36,47,31,111,33
634,18,3,22,31,31,36,18,31,47,47,33
635,31,3,18,31,22,36,31,5,47,31,33
636,111,31,36,47,31,111,18,3,22,31,33
637,31,18,36,45,31,47,47,31,3,22,33
638,18,31,36,18,1,21,1,1,111,21,33
639,345,1,367,49,10,532,367,319,18,3,33
640,345,22,345,367,1,319,99,319,99,1,33
641,99,18,212,3,22,99,47,31,99,47,33
642,31,36,5,18,22,10,3,99,14,3,33
643,10,10,18,14,3,10,99,22,3,10,33
644,45,99,14,99,3,10,18,22,10,99,33
645,14,18,14,22,99,10,3,10,10,99,33
646,14,3,22,3,18,99,10,99,14,10,33
647,3,99,18,22,99,10,14,99,10,3,33
648,99,22,18,10,1,14,1,299,1,21,33
649,299,299,1,42,1,42,46,7,42,46,33
650,61,42,42,42,61,42,61,42,42,42,33
651,61,42,61,42,42,42,61,42,7,61,33
652,42,42,61,42,42,61,42,42,61,42,33
653,42,61,42,61,42,61,38,42,42,61,33
654,42,61,42,42,61,42,61,42,42,61,33
655,42,42,7,42,61,42,42,61,42,42,33
656,61,7,42,61,42,61,42,61,42,42,33
657,42,61,42,42,61,42,61,42,42,42,33
658,61,42,61,42,61,42,42,61,42,42,33
659,42,61,42,61,42,61,42,42,42,61,33
660,42,61,42,1,33,45,12,1,7,1,33
661,26,72,137,13,4,20,26,13,2,72,33
662,1,20,2,26,13,680,13,2,2,13,33
663,13,2,137,26,13,13,26,20,1,1,33
664,1,26,32,13,20,2,1,2,26,20,33
665,580,13,2,2,13,13,2,32,2,20,33
666,72,20,13,52,20,13,52,2,20,2,33
667,52,2,13,2,13,2,20,2,13,13,33
668,33,13,2,13,72,13,26,137,20,2,33
669,273,13,20,2,20,72,35,13,2,32,33
670,2,26,2,13,2,26,2,2,2,26,33
671,2,26,2,2,26,26,2,2,26,26,33
672,2,2,32,100,100,100,100,13,100,13,33
673,100,4,32,20,421,32,20,20,32,100,33
674,100,20,13,4,100,20,32,4,32,100,33
675,20,13,32,20,20,52,13,137,504,2,33
676,20,52,13,72,504,2,52,13,2,13,33
677,2,32,13,100,2,13,20,2,13,2,33
678,20,2,13,163,2,163,7,20,35,2,33
679,20,137,13,163,72,20,2,13,35,35,33
680,35,35,20,2,13,20,35,35,2,35,33
681,35,35,35,2,35,35,35,2,2,2,33
682,20,2,72,13,26,26,2,13,26,2,33
683,2,26,2,26,2,20,26,26,2,26,33
684,2,26,20,26,26,13,26,26,13,2,33
685,26,26,26,2,26,2,13,26,2,26,33
686,26,26,2,2,26,13,26,13,13,2,33
687,26,13,20,26,13,2,13,26,13,26,33
688,13,20,13,26,26,13,2,13,70,137,33
689,70,72,2,20,13,2,70,13,20,13,33
690,20,13,70,70,70,2,70,13,70,70,33
691,2,70,2,2,70,70,20,2,2,70,33
692,70,70,2,13,20,2,7,2,32,13,33
693,32,13,2,5,33,12,45,13,7,32,33
694,33,241,1,1,1,400,5,416,416,400,33
695,94,46,3,7,421,226,206,164,206,45,33
696,12,164,1,21,130,478,130,130,33,38,33
697,130,478,130,130,552,417,417,325,325,325,33
698,477,627,477,130,130,130,130,130,130,1,33
699,1,170,49,541,366,233,201,3,559,4,33
700,18,3,22,239,170,1,318,366,629,520,33
701,7,520,439,439,46,170,201,233,170,366,33
702,233,21,603,201,233,201,516,233,201,170,33
703,467,413,516,201,413,467,170,170,17,51,33
704,33,45,12,34,4,1,4,7,1,7,33
705,4,105,1,112,105,112,10,14,112,14,33
706,105,105,105,112,105,112,21,105,112,425,33
707,56,76,56,425,105,112,112,10,105,105,33
708,112,112,105,14,105,105,112,112,105,112,33
709,105,105,112,112,208,208,208,208,208,208,33
710,1,4,7,4,7,1,69,69,69,69,33
711,69,69,69,69,69,1,4,7,4,7,33
712,197,1,214,21,197,195,309,197,214,177,33
713,309,673,501,195,197,177,501,177,197,177,33
714,116,365,530,3,309,546,195,214,235,195,33
715,494,177,577,197,308,3,177,195,235,526,33
716,177,494,308,214,308,235,49,7,10,365,33
717,214,22,3,235,365,18,7,10,7,214,33
718,183,10,292,46,14,7,46,183,10,173,33
719,183,235,14,30,1,34,63,63,38,78,33
720,34,5,10,10,73,14,16,5,96,73,33
721,17,17,73,10,16,44,44,17,17,79,33
722,48,60,48,44,75,12,60,53,12,48,33
723,97,53,48,83,12,12,12,53,51,38,33
724,48,5,38,142,5,12,48,48,38,48,33
725,33,38,33,48,51,38,48,1,12,1,33
726,5,48,48,1,82,82,1,82,82,21,33
727,687,13,49,82,32,22,316,18,4,32,33
728,20,32,3,20,83,48,48,82,51,48,33
729,1,5,48,12,38,5,48,12,1,1,33
730,449,215,1,215,49,215,7,18,49,22,33
731,215,3,514,215,46,7,215,3,514,38,33
732,449,46,12,48,5,12,48,51,5,12,33
733,48,280,280,4,1,4,7,1,7,1,33
734,4,67,64,64,123,64,92,67,64,92,33
735,56,76,1,1,1,1,229,1,1,92,33
736,64,67,1,67,1,92,67,64,1,1,33
737,1,1,82,1,49,434,13,21,82,18,33
738,32,399,4,411,22,32,438,389,32,32,33
739,3,116,20,32,20,1,27,1,340,1,33
740,27,21,27,59,21,27,59,466,466,340,33
741,27,59,27,27,27,27,27,59,27,27,33
742,27,59,27,59,10,3,27,27,14,14,33
743,276,27,276,276,276,27,27,27,59,27,33
744,10,27,59,3,27,27,59,10,59,3,33
745,27,27,59,27,14,27,59,3,10,27,33
746,14,27,59,27,27,59,27,27,59,27,33
747,27,27,27,59,3,27,59,27,10,27,33
748,14,59,27,27,27,59,27,27,59,3,33
749,10,27,14,27,59,27,27,59,3,10,33
750,27,14,27,59,59,27,27,59,27,27,33
751,59,10,27,3,27,27,59,27,27,59,33
752,3,10,27,14,27,59,3,10,27,27,33
753,14,59,27,27,59,27,27,59,27,10,33
754,3,27,27,59,14,27,27,59,27,27,33
755,59,3,27,10,27,59,14,27,27,27,33
756,59,3,10,27,27,27,59,27,59,27,33
757,27,14,59,27,59,27,27,59,27,10,33
758,27,3,14,4,1,4,7,1,1,1,33
759,1,1,4,1,7,56,76,155,1,155,33
760,155,548,155,155,155,155,155,1,1,1,33
761,609,578,1,84,1,84,84,4,84,1,33
762,84,84,84,84,1,84,7,84,84,84,33
763,84,84,1,7,1,171,1,7,10,171,33
764,49,171,22,10,18,3,14,171,46,4,33
765,14,7,7,171,3,171,18,46,22,171,33
766,18,14,1,49,1,303,189,633,404,303,33
767,3,18,10,22,404,303,10,189,599,3,33
768,14,10,73,46,317,7,279,279,188,313,33
769,279,188,16,279,14,242,188,242,313,554,33
770,372,242,372,242,313,188,372,188,242,631,33
771,16,16,7,46,10,16,188,16,1,82,33
772,82,82,434,1,21,212,82,22,82,13,33
773,399,32,411,3,389,438,4,18,32,32,33
774,20,20,84,407,1,1,285,157,4,1,33
775,1,3,285,480,7,480,285,368,368,285,33
776,272,272,368,1,84,4,84,1,84,84,33
777,84,84,84,84,84,1,407,1,4,1,33
778,7,4,1,7,4,1,56,76,229,1,33
779,1,320,1,320,1,1,63,34,30,34,33
780,38,78,63,30,10,443,73,10,30,34,33
781,17,73,49,34,18,3,22,30,14,30,33
782,103,5,16,14,16,10,5,5,5,5,33
783,5,96,17,16,17,44,44,17,17,79,33
784,60,48,48,48,12,38,48,60,75,44,33
785,12,12,5,48,38,53,97,48,12,48,33
786,51,12,12,83,349,53,5,75,349,48,33
787,5,12,60,17,38,38,12,48,125,51,33
788,44,34,30,63,78,30,5,38,34,443,33
789,18,103,17,14,22,30,3,5,257,44,33
790,10,66,121,18,257,38,121,10,107,34,33
791,22,90,3,5,14,58,118,3,14,3,33
792,107,5,3,148,107,5,3,116,3,10,33
793,14,148,379,107,5,426,381,257,18,257,33
794,3,22,5,3,14,10,3,3,226,318,33
795,67,1,64,64,123,92,67,123,92,67,33
796,193,64,193,64,193,92,64,193,67,193,33
797,64,193,92,67,67,64,92,64,67,1,33
798,89,266,392,67,1,329,266,612,21,431,33
799,392,21,3,89,431,266,164,206,267,164,33
800,164,266,49,18,22,3,396,540,329,500,33
801,305,329,402,21,636,500,583,4,1,4,33
802,65,1,151,360,1,151,290,151,289,355,33
803,151,410,419,151,226,338,151,10,18,22,33
804,7,7,14,46,661,289,3,289,46,7,33
805,7,289,647,7,4,1,465,507,432,565,33
806,381,458,360,1,151,151,290,267,151,338,33
807,10,18,355,22,3,14,7,3,355,14,33
808,432,360,533,458,3,3,3,65,1,1,33
809,1,1,337,1,1,230,21,337,664,617,33
810,649,657,22,18,230,642,230,337,230,230,33
811,65,1,1,1,461,1,677,157,485,518,33
812,461,518,485,65,1,1,1,1,1,1,33
813,1,1,1,65,166,1,22,10,383,47,33
814,143,21,543,166,7,18,14,7,448,653,33
815,641,510,166,143,482,3,492,46,166,1,33
816,21,22,491,18,448,510,491,10,672,143,33
817,3,482,492,7,248,166,14,3,209,571,33
818,679,581,618,36,166,166,166,3,65,1,33
819,1,1,211,211,189,211,211,632,211,46,33
820,7,211,189,317,1,65,415,1,252,222,33
821,21,18,685,10,143,252,361,563,3,447,33
822,415,217,22,635,222,489,217,46,7,222,33
823,248,292,10,143,361,570,622,217,550,445,33
824,14,219,481,7,1,217,22,252,219,481,33
825,445,222,217,3,361,447,252,18,143,222,33
826,7,10,14,292,252,3,3,3,3,3,33
827,3,3,3,1,489,65,1,1,1,1,33
828,147,1,49,147,290,1,147,564,553,1,33
829,630,615,572,147,22,18,3,10,7,147,33
830,147,3,14,7,209,147,290,46,10,147,33
831,147,147,65,1,1,65,1,1,65,1,33
832,132,1,132,340,356,650,47,224,89,132,33
833,237,3,243,10,89,134,277,13,240,277,33
834,469,216,243,14,529,148,240,216,32,13,33
835,4,32,216,300,224,237,224,20,36,32,33
836,300,132,132,10,32,13,4,300,32,13,33
837,35,13,2,35,2,2,35,2,2,148,33
838,2,32,89,89,20,85,260,89,2,2,33
839,13,2,2,20,89,89,136,260,85,85,33
840,2,89,85,136,85,85,85,85,136,89,33
841,85,85,136,85,85,85,89,136,85,356,33
842,132,47,132,243,3,134,240,148,619,237,33
843,224,240,10,36,148,356,132,47,132,3,33
844,134,243,469,243,237,240,47,132,10,89,33
845,237,643,10,224,216,3,277,132,14,89,33
846,10,277,13,32,216,20,13,14,216,32,33
847,36,89,132,32,260,89,85,89,20,89,33
848,136,260,85,85,89,85,136,89,85,136,33
849,85,85,136,85,136,85,89,136,4,1,33
850,4,7,1,7,4,1,1,1,101,101,33
851,1,101,101,56,76,101,101,1,1,65,33
852,660,245,1,245,13,395,327,245,134,294,33
853,245,527,32,20,49,7,10,245,18,7,33
854,22,20,46,14,4,7,10,7,46,3,33
855,14,4,4,3,10,65,256,1,114,1,33
856,114,114,129,114,256,3,538,114,129,114,33
857,129,129,114,129,114,129,3,226,318,114,33
858,256,129,3,209,114,267,426,256,129,114,33
859,114,129,114,164,129,206,114,129,114,129,33
860,148,65,1,1,388,21,160,322,322,22,33
861,386,666,160,18,160,322,386,651,3,21,33
862,7,160,46,160,388,474,475,160,3,474,33
863,475,160,3,3,3,3,160,1,1,65,33
864,1,1,1,1,1,1,1,1,239,239,33
865,18,164,14,164,73,21,7,14,1,65,33
866,1,1,65,1,1,1,1,1,65,1,33
867,1,1,1,1,1,1,4,1,7,4,33
868,1,4,7,56,76,1,1,1,1,19,33
869,19,1,1,1,6,6,575,6,1,6,33
870,6,1,6,6,1,1,6,1,6,6,33
871,6,6,128,6,1,1,6,128,126,108,33
872,122,115,108,115,122,126,126,108,115,122,33
873,1,108,115,126,122,1,1,357,126,108,33
874,115,122,108,128,357,115,122,108,1,357,33
875,126,122,115,126,1,108,126,115,1,122,33
876,122,126,115,108,108,115,126,108,115,122,33
877,122,1,108,115,126,108,126,115,122,108,33
878,126,108,156,115,122,128,250,167,156,128,33
879,1,156,167,250,1,128,1,128,128,128,33
880,128,167,250,156,156,167,156,167,1,167,33
881,250,128,156,250,128,167,1,156,1,1,33
882,57,57,57,57,57,57,57,57,57,57,33
883,57,57,1,1,1,247,483,212,284,295,33
884,247,212,602,452,295,284,284,574,295,483,33
885,610,452,247,686,247,295,3,219,219,247,33
886,284,219,101,101,1,101,101,101,101,101,33
887,101,139,4,13,32,139,20,32,139,13,33
888,13,52,2,52,2,52,2,2,2,52,33
889,52,2,52,2,52,52,2,2,52,52,33
890,2,52,2,2,13,2,32,2,2,2,33
891,2,2,2,2,139,139,139,139,139,139,33
892,139,139,101,101,101,91,91,91,91,91,33
893,91,91,91,91,91,204,378,21,402,204,33
894,378,596,49,378,204,20,204,22,3,13,33
895,18,32,13,4,204,4,3,1,204,91,33
896,91,91,91,91,4,32,624,91,91,91,33
897,91,3,10,14,91,14,1,1,65,1,33
898,65,1,347,49,347,1,18,22,347,3,33
899,1,65,1,1,1,64,123,67,92,64,33
900,67,1,67,92,67,64,1,65,1,1,33
901,1,286,604,327,395,286,451,451,3,7,33
902,22,10,18,7,14,46,10,7,286,1,33
903,7,14,18,10,286,22,46,3,14,7,33
904,1,1,154,244,330,65,403,154,330,49,33
905,22,13,154,244,336,154,116,336,18,668,33
906,7,20,154,4,226,282,7,551,154,244,33
907,442,330,154,46,46,7,336,419,294,3,33
908,154,519,683,644,294,143,525,143,248,1,33
909,403,442,244,154,22,13,18,20,338,46,33
910,267,507,294,487,519,539,531,410,3,465,33
911,10,590,3,244,248,14,13,2,26,20,33
912,32,26,2,2,2,26,26,2,13,2,33
913,13,20,20,26,2,26,2,26,2,26,33
914,20,26,26,2,2,26,26,2,26,26,33
915,2,20,26,2,26,26,2,2,2,2,33
916,26,2,26,26,13,2,26,26,26,2,33
917,2,26,26,26,2,2,26,26,26,2,33
918,26,2,2,2,2,2,2,26,26,26,33
919,2,26,2,26,26,2,2,20,2,13,33
920,2,2,3,3,3,1,320,1,1,213,33
921,1,65,213,13,213,7,13,213,4,213,33
922,65,213,1,69,13,1,69,69,69,69,33
923,69,69,1,7,4,241,7,4,1,241,33
924,1,3,4,4,4,76,56,1,4,1,33
925,46,1,46,7,1,1,1,72,72,7,33
926,7,72,1,1,4,7,398,4,1,645,33
927,659,185,185,185,185,185,185,414,4,1,33
928,414,274,4,1,4,1,274,274,274,4,33
929,1,81,81,81,1,1,4,7,109,1,33
930,4,1,109,7,109,109,1,4,175,1,33
931,175,175,175,4,175,46,7,76,56,56,33
932,7,46,26,32,13,137,1,32,72,32,33
933,2,116,13,20,72,20,13,32,7,4,33
934,13,26,2,26,13,32,4,20,26,26,33
935,2,13,2,2,26,26,2,32,26,100,33
936,26,2,2,26,26,20,72,2,2,2,33
937,2,2,2,2,2,2,2,2,2,13,33
938,2,2,2,2,2,2,2,2,2,2,33
939,2,2,26,2,2,2,2,32,20,2,33
940,2,2,13,2,2,20,20,163,163,7,33
941,163,32,20,13,72,32,32,32,2,13,33
942,26,137,13,1,137,13,52,13,20,1,33
943,13,20,273,32,2,13,52,273,2,20,33
944,2,13,2,52,13,2,20,52,163,2,33
945,52,2,2,100,32,20,52,163,2,1,33
946,13,1,70,137,13,2,20,1,13,2,33
947,70,70,13,2,70,2,13,70,2,70,33
948,2,70,70,2,2,70,70,70,20,2,33
949,2,2,2,2,2,2,2,2,2,2,33
950,2,72,13,70,20,2,100,32,1,1,33
951,1,187,187,187,1,187,1,1,117,1,33
952,117,117,117,117,117,117,13,20,2,2,33
953,70,2,70,2,2,20,13,2,2,2,33
954,2,81,81,56,1,7,4,1,109,4,33
955,7,109,109,109,56,76,109,109,109,1,33
956,1,1,4,175,175,4,7,46,7,50,33
957,7,46,1,50,1,1,50,50,169,199,33
958,199,81,1,7,4,109,1,4,109,7,33
959,1,109,109,56,50,50,81,81,81,1,33
960,7,4,1,1,117,7,4,1,117,117,33
961,117,56,1,1,1,174,1,174,1,117,33
962,117,1,1,1,174,174,174,665,1,174,33
963,174,50,50,199,199,81,81,81,1,1,33
964,4,7,1,4,7,1,34,38,63,30,33
965,78,38,10,10,3,18,30,49,116,22,33
966,17,34,5,3,30,5,5,5,5,144,33
967,144,10,103,107,121,66,34,18,90,121,33
968,66,3,55,38,3,58,118,5,14,88,33
969,10,3,55,14,14,107,55,5,55,55,33
970,107,55,5,14,121,55,144,66,34,107,33
971,10,3,22,10,55,34,144,90,49,66,33
972,607,18,121,10,14,55,81,3,5,58,33
973,3,14,49,10,14,107,14,55,55,5,33
974,107,14,55,5,107,55,5,107,55,5,33
975,55,107,5,56,76,17,144,121,17,55,33
976,144,107,576,121,14,18,3,5,369,55,33
977,3,3,14,79,14,17,14,79,12,203,33
978,60,48,48,12,75,51,203,53,48,53,33
979,83,48,48,97,12,495,138,344,138,51,33
980,75,48,280,280,50,81,81,1,1,7,33
981,4,1,7,30,1,34,4,38,78,34,33
982,63,10,30,18,3,10,22,49,30,34,33
983,5,3,17,30,96,5,17,10,103,17,33
984,44,44,17,17,12,79,203,60,75,203,33
985,12,48,51,48,48,83,53,53,97,12,33
986,138,597,51,38,5,56,12,48,48,48,33
987,33,38,1,1,1,1,1,1,33,48,33
988,1,1,1,1,1,1,1,48,33,48,33
989,33,48,75,555,48,138,344,12,51,50,33
990,50,50,50,50,50,50,50,56,1,4,33
991,7,1,4,1,1,7,4,1,46,4,33
992,1,7,46,1,1,1,1,1,4,7,33
993,1,7,4,1,72,1,72,7,72,1,33
994,1,1,228,228,228,228,228,50,50,50,33
995,50,50,50,81,81,1,7,4,1,34,33
996,30,63,7,4,38,34,63,3,10,30,33
997,78,22,116,17,18,30,5,3,34,49,33
998,558,96,5,17,103,17,44,44,17,79,33
999,12,203,48,60,203,12,12,75,51,83,33
1000,12,38,48,53,53,5,48,38,97,48,33
1001,12,5,38,76,56,38,349,75,48,56,33
1002,48,48,60,169,60,48,12,33,48,1,33
1003,1,82,1,82,82,1,82,13,21,1,33
1004,82,32,82,663,560,18,3,593,549,49,33
1005,4,32,32,20,33,48,1,1,21,37,33
1006,37,1,37,21,37,37,37,37,37,37,33
1007,37,37,37,37,37,37,37,37,37,37,33
1008,37,37,37,37,37,37,37,37,37,37,33
1009,37,37,37,37,37,37,37,37,37,37,33
1010,37,37,37,37,37,37,37,37,37,37,33
1011,37,37,37,37,37,37,37,37,37,37,33
1012,37,37,37,37,37,37,37,37,37,37,33
1013,37,37,37,37,48,33,48,33,48,51,33
1014,81,81,81,81,1,1,7,4,1,7,33
1015,133,1,1,269,4,1,133,157,332,269,33
1016,384,476,152,589,3,152,547,133,265,134,33
1017,259,269,440,10,7,332,265,259,384,476,33
1018,49,10,152,396,134,22,7,18,49,269,33
1019,7,134,46,152,14,3,7,46,152,14,33
1020,50,50,169,81,81,56,56,76,81,81,33
1021,199,199,50,50,0,0,0,0,0,0,33
1022,116,712,690,4,690,690,4,690,338,690,31
1023,714,410,750,169,690,21,704,1374,325,688,31
1024,688,4,688,688,3,465,714,419,812,688,31
1025,734,1112,734,688,688,688,688,996,696,689,31
1026,507,688,3,1074,700,520,1434,880,737,880,31
1027,439,737,520,520,688,688,226,164,1064,1138,31
1028,707,712,690,4,690,21,690,704,116,690,31
1029,888,1322,810,704,688,4,688,4,696,689,31
1030,688,419,321,338,821,568,688,753,321,3,31
1031,751,707,1098,707,1286,739,731,731,739,723,31
1032,723,164,164,781,1,1,7,4,1,969,31
1033,969,1353,1263,1213,429,429,334,297,1,297,31
1034,326,941,463,22,49,326,634,18,297,1175,31
1035,297,1032,3,195,10,538,538,297,941,21,31
1036,14,21,14,297,3,334,7,4,1,1,31
1037,64,1,67,92,64,92,67,64,67,123,31
1038,64,67,64,123,34,34,34,34,701,697,31
1039,697,701,697,759,701,791,791,759,697,701,31
1040,803,803,697,701,970,697,769,766,769,697,31
1041,970,766,769,769,697,701,697,701,766,697,31
1042,701,701,791,4,697,701,1,791,705,830,31
1043,701,697,4,738,697,1,705,713,738,701,31
1044,697,738,697,713,759,701,738,697,713,820,31
1045,877,701,697,705,738,738,697,705,713,705,31
1046,713,697,713,901,732,713,697,713,738,705,31
1047,713,701,697,705,713,705,697,705,713,713,31
1048,738,705,705,705,410,705,750,705,507,226,31
1049,705,705,705,713,705,465,713,875,56,781,31
1050,1,1,4,7,1,818,487,818,539,1028,31
1051,226,338,875,209,3,539,818,568,868,539,31
1052,818,1316,272,272,1,4,7,822,1,4,31
1053,822,321,822,822,701,697,697,701,791,697,31
1054,992,759,697,705,830,701,769,697,766,766,31
1055,769,697,701,705,705,697,697,701,697,759,31
1056,701,697,705,697,820,705,877,705,701,705,31
1057,705,697,705,901,713,705,705,705,148,3,31
1058,705,148,712,690,4,690,21,4,690,690,31
1059,704,1461,802,802,688,4,688,4,688,321,31
1060,919,294,1066,1183,688,4,688,696,689,688,31
1061,688,1421,1097,700,417,700,707,707,417,740,31
1062,4,688,688,410,688,1229,520,1119,520,700,31
1063,700,1038,740,439,439,739,739,688,688,4,31
1064,688,688,4,714,321,1231,997,1376,806,688,31
1065,4,688,688,688,1040,1383,733,733,439,688,31
1066,688,796,4,714,734,734,1369,688,688,4,31
1067,688,688,714,688,688,1325,4,688,696,689,31
1068,21,829,1103,426,1460,1435,784,688,4,688,31
1069,410,697,701,701,697,759,701,830,741,741,31
1070,741,697,697,759,701,697,820,877,741,741,31
1071,741,741,741,713,701,901,741,713,697,688,31
1072,713,741,741,712,690,4,690,696,689,21,31
1073,924,690,935,1334,704,690,924,690,1245,688,31
1074,4,688,704,688,688,1063,736,736,1420,725,31
1075,706,700,700,733,733,696,688,689,714,321,31
1076,338,507,164,751,419,821,321,568,753,1436,31
1077,1008,520,520,520,308,308,839,743,839,743,31
1078,796,688,690,787,712,4,690,690,696,689,31
1079,21,690,1397,325,325,777,704,4,688,696,31
1080,689,688,465,182,950,98,1167,786,1275,737,31
1081,737,706,706,98,706,98,98,98,98,688,31
1082,688,696,689,3,750,410,226,1079,1260,739,31
1083,439,739,439,742,742,325,325,688,688,1433,31
1084,688,321,821,487,568,688,1439,1314,858,832,31
1085,1003,858,832,858,707,707,756,756,688,325,31
1086,325,308,690,690,1151,704,688,688,688,98,31
1087,182,688,689,714,696,688,688,734,688,1251,31
1088,325,1147,325,688,740,688,689,688,696,410,31
1089,321,226,465,321,294,966,551,688,419,1086,31
1090,844,1294,844,439,786,520,520,688,696,689,31
1091,714,1001,439,1442,439,688,714,750,338,3,31
1092,688,164,787,1,781,1,1,1,7,4,31
1093,1,4,7,1,1210,1,984,229,984,787,31
1094,787,116,1,781,1,7,1,4,7,1,31
1095,4,93,46,46,93,4,7,4,93,93,31
1096,168,46,7,190,93,46,93,93,140,4,31
1097,291,7,46,168,190,270,291,900,140,140,31
1098,93,900,455,93,270,7,93,140,93,900,31
1099,7,455,140,116,787,787,116,1,7,4,31
1100,4,7,1,1,1,7,1,4,67,64,31
1101,1,7,4,64,67,92,64,67,123,64,31
1102,123,67,1,1,1,65,1,712,690,4,31
1103,4,690,696,689,688,4,688,1153,1227,696,31
1104,689,688,4,226,410,1139,439,1118,439,742,31
1105,325,325,688,688,712,690,4,690,4,689,31
1106,696,688,4,688,419,3,410,507,688,688,31
1107,3,750,379,465,338,1256,688,1265,706,1016,31
1108,725,725,706,439,439,777,740,707,740,707,31
1109,736,736,116,1,7,4,1,893,4,893,31
1110,893,4,7,712,690,1,690,4,34,34,31
1111,1450,471,17,34,20,32,13,20,13,32,31
1112,690,21,52,1390,32,2,13,206,725,13,31
1113,52,20,20,32,439,7,52,13,704,2,31
1114,13,32,934,13,20,273,13,2,20,273,31
1115,70,934,13,52,2,52,823,20,32,4,31
1116,2,20,13,7,7,823,13,20,2,7,31
1117,163,163,2,2,2,52,2,52,52,20,31
1118,163,52,2,163,2,52,52,52,2,52,31
1119,2,52,52,2,52,52,2,52,2,52,31
1120,163,52,2,52,2,52,52,13,52,7,31
1121,688,4,688,688,696,689,714,379,321,3,31
1122,321,1155,487,294,688,1108,700,1429,736,700,31
1123,736,164,164,56,1,7,4,92,67,123,31
1124,1,64,64,92,64,64,64,7,4,1,31
1125,1,1,1338,1,1,4,712,690,4,690,31
1126,690,690,696,689,688,4,688,689,696,688,31
1127,410,226,688,1080,439,1195,1237,439,736,899,31
1128,1,7,4,1,7,4,691,691,22,7,31
1129,691,18,3,49,3,4,691,4,7,604,31
1130,691,691,4,691,691,691,691,46,691,46,31
1131,691,691,691,691,691,691,691,691,691,691,31
1132,691,691,46,691,691,691,691,691,691,691,31
1133,691,691,691,691,691,13,32,20,691,691,31
1134,691,691,691,691,691,691,691,691,691,691,31
1135,691,691,691,691,691,691,691,691,691,691,31
1136,691,691,691,691,691,691,691,691,691,691,31
1137,691,691,691,691,691,691,691,691,691,691,31
1138,691,691,691,691,691,691,691,691,691,691,31
1139,691,691,691,691,691,206,691,691,691,691,31
1140,691,691,691,691,691,691,691,691,691,691,31
1141,691,691,691,691,691,1,7,4,213,7,31
1142,65,213,1,4,32,13,20,4,7,65,31
1143,213,32,20,13,213,392,266,266,392,329,31
1144,779,744,814,1225,814,667,213,392,266,708,31
1145,814,396,779,266,392,1274,329,839,329,329,31
1146,329,329,329,266,329,329,329,329,329,329,31
1147,329,932,266,744,708,744,329,329,329,266,31
1148,667,932,708,329,329,500,636,402,1128,329,31
1149,329,667,329,329,329,392,266,869,392,266,31
1150,356,49,22,18,356,3,356,3,1090,356,31
1151,851,851,266,329,869,266,329,329,329,329,31
